,outname,pyearnm,area,outcome,stname,pyear,agegrp,est_total,low_total,up_total,group,nsel,ncomp,wtintrr,pop,BSAE,low_sae,up_sae,ste_total,ste_sae,state,gen_corr,year,BSAE_perc
58510,any mental illness in the past year,2009-2010,2.0,AMIYR,Wisconsin,10.0,4.0,808.0,712.0,913.0,3.0,1482.0,1153.0,0.7581,4276473.0,0.188942,0.166544,0.21358,51.0,0.012032,55.0,0.1861206377203933,2010,18.8942
58630,any mental illness in the past year,2009-2010,2.0,AMIYR,Wyoming,10.0,4.0,79.0,70.0,89.0,4.0,1629.0,1270.0,0.7494,405440.0,0.194696,0.171628,0.220042,5.0,0.012404,56.0,0.1934648230919816,2010,19.4696
58750,any mental illness in the past year,2010-2011 (published),0.0,AMIYR,National,11.0,4.0,41423.0,40480.0,42392.0,,119714.0,92372.0,0.7336,231400380.0,0.179029,0.174934,0.183198,487.0,0.002105,-5.0,0.0,2011,17.9029
58878,any mental illness in the past year,2010-2011 (published),1.0,AMIYR,Northeast,11.0,4.0,7539.0,7216.0,7873.0,,23624.0,17577.0,0.703,42471421.0,0.177506,0.169909,0.185367,168.0,0.003953,-4.0,0.10805851758388654,2011,17.7506
59006,any mental illness in the past year,2010-2011 (published),1.0,AMIYR,Midwest,11.0,4.0,9233.0,8917.0,9557.0,,33703.0,25907.0,0.733,50079699.0,0.18436,0.178053,0.190839,164.0,0.00327,-3.0,0.07776567508597787,2011,18.436
59134,any mental illness in the past year,2010-2011 (published),1.0,AMIYR,South,11.0,4.0,15042.0,14519.0,15587.0,,36603.0,29021.0,0.755,85367678.0,0.176247,0.170079,0.182588,273.0,0.003195,-2.0,0.0765483372623867,2011,17.624699999999997
59262,any mental illness in the past year,2010-2011 (published),1.0,AMIYR,West,11.0,4.0,9608.0,9157.0,10080.0,,25784.0,19867.0,0.725,53481583.0,0.179685,0.171222,0.188472,236.0,0.004412,-1.0,0.07568027932442764,2011,17.968500000000002
59390,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Alabama,11.0,4.0,779.0,694.0,872.0,5.0,1931.0,1502.0,0.7206,3587803.0,0.217199,0.193466,0.242966,45.0,0.012656,1.0,0.20157460295925012,2011,21.7199
59518,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Alaska,11.0,4.0,97.0,85.0,110.0,4.0,1474.0,1174.0,0.778,502612.0,0.192302,0.168741,0.218289,6.0,0.012699,2.0,0.2089780324886267,2011,19.2302
59646,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Arizona,11.0,4.0,932.0,811.0,1066.0,4.0,1579.0,1253.0,0.7618,4714180.0,0.197642,0.171977,0.226091,65.0,0.013841,4.0,0.2179845161189709,2011,19.764200000000002
59774,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Arkansas,11.0,4.0,447.0,392.0,508.0,5.0,1598.0,1238.0,0.7261,2167448.0,0.206251,0.180644,0.23445,30.0,0.013744,5.0,0.18779368234837743,2011,20.6251
59902,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,California,11.0,4.0,4527.0,4171.0,4907.0,1.0,6502.0,4871.0,0.7063,27701266.0,0.163427,0.150571,0.177151,188.0,0.006786,6.0,0.09734884307734618,2011,16.3427
60030,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Colorado,11.0,4.0,661.0,579.0,753.0,2.0,1621.0,1268.0,0.7701,3761119.0,0.175802,0.153897,0.200086,44.0,0.011785,8.0,0.21735979933985394,2011,17.5802
60158,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Connecticut,11.0,4.0,450.0,390.0,517.0,1.0,1659.0,1280.0,0.7233,2714412.0,0.165848,0.143767,0.190566,32.0,0.011942,9.0,0.20354394398691825,2011,16.5848
60286,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Delaware,11.0,4.0,124.0,109.0,141.0,3.0,1542.0,1229.0,0.7633,683224.0,0.181881,0.159527,0.206597,8.0,0.012007,10.0,0.2014627214820127,2011,18.1881
60414,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,District of Columbia,11.0,4.0,96.0,85.0,109.0,4.0,1478.0,1207.0,0.8178,498441.0,0.192803,0.169976,0.217892,6.0,0.01221,11.0,0.2080269275282826,2011,19.2803
60542,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Florida,11.0,4.0,2365.0,2178.0,2565.0,1.0,6328.0,5029.0,0.7518,14642393.0,0.161538,0.148753,0.175195,99.0,0.006742,12.0,0.09224395942860679,2011,16.1538
60670,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Georgia,11.0,4.0,1208.0,1051.0,1383.0,2.0,1482.0,1163.0,0.7544,7063947.0,0.171024,0.14881,0.195792,85.0,0.012,13.0,0.22356517169529874,2011,17.1024
60798,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Hawaii,11.0,4.0,174.0,152.0,199.0,2.0,1761.0,1283.0,0.6862,1012486.0,0.171777,0.149867,0.196152,12.0,0.011835,15.0,0.17544617084397732,2011,17.1777
60926,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Idaho,11.0,4.0,257.0,227.0,290.0,5.0,1502.0,1203.0,0.7662,1129042.0,0.227817,0.201334,0.256664,16.0,0.014164,16.0,0.1891351088555125,2011,22.7817
61054,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Illinois,11.0,4.0,1535.0,1413.0,1665.0,1.0,6787.0,4888.0,0.685,9559515.0,0.160528,0.147798,0.174131,64.0,0.006741,17.0,0.08627149459597445,2011,16.0528
61182,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Indiana,11.0,4.0,937.0,820.0,1066.0,4.0,1521.0,1179.0,0.7242,4807979.0,0.194857,0.170497,0.221767,63.0,0.013102,18.0,0.1838809640244389,2011,19.4857
61310,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Iowa,11.0,4.0,431.0,381.0,486.0,3.0,1519.0,1239.0,0.7831,2288852.0,0.188363,0.166498,0.212368,27.0,0.011702,19.0,0.1931245400082322,2011,18.8363
61438,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Kansas,11.0,4.0,361.0,317.0,410.0,2.0,1596.0,1225.0,0.7391,2080840.0,0.173572,0.152233,0.197206,24.0,0.011464,20.0,0.21739761641346012,2011,17.3572
61566,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Kentucky,11.0,4.0,634.0,554.0,722.0,4.0,1511.0,1203.0,0.7571,3246008.0,0.195225,0.170538,0.222527,43.0,0.01324,21.0,0.1690260305174031,2011,19.5225
61694,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Louisiana,11.0,4.0,619.0,545.0,701.0,3.0,2185.0,1736.0,0.7686,3336165.0,0.18566,0.163368,0.21023,40.0,0.011959,22.0,0.21632606557448222,2011,18.566
61822,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Maine,11.0,4.0,177.0,154.0,204.0,1.0,1464.0,1205.0,0.7947,1042920.0,0.170149,0.147216,0.195834,13.0,0.012429,23.0,0.16486159405808706,2011,17.0149
61950,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Maryland,11.0,4.0,764.0,665.0,875.0,2.0,1532.0,1215.0,0.767,4364790.0,0.175096,0.152329,0.20046,54.0,0.012297,24.0,0.23597580236172624,2011,17.5096
62078,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Massachusetts,11.0,4.0,908.0,798.0,1030.0,3.0,1558.0,1225.0,0.7587,5084297.0,0.178609,0.156989,0.20249,59.0,0.011599,25.0,0.19100759823109062,2011,17.860899999999997
62206,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Michigan,11.0,4.0,1471.0,1368.0,1580.0,4.0,6376.0,4968.0,0.7399,7453938.0,0.197335,0.183533,0.211905,54.0,0.007255,26.0,0.0813731122957311,2011,19.7335
62334,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Minnesota,11.0,4.0,691.0,608.0,784.0,2.0,1602.0,1275.0,0.7801,3990416.0,0.173211,0.152241,0.196401,45.0,0.011259,27.0,0.19197670570255837,2011,17.3211
62462,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Mississippi,11.0,4.0,420.0,371.0,474.0,4.0,1764.0,1419.0,0.7558,2153458.0,0.195153,0.172397,0.220114,26.0,0.012199,28.0,0.18688977529099082,2011,19.5153
62590,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Missouri,11.0,4.0,868.0,764.0,981.0,4.0,1590.0,1252.0,0.735,4477407.0,0.193778,0.170695,0.219158,55.0,0.012388,29.0,0.1950225227703083,2011,19.3778
62718,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Montana,11.0,4.0,148.0,131.0,166.0,4.0,1631.0,1274.0,0.7592,757406.0,0.194804,0.172951,0.218689,9.0,0.011659,30.0,0.19494742342216084,2011,19.4804
62846,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Nebraska,11.0,4.0,239.0,209.0,271.0,2.0,1621.0,1216.0,0.7089,1348290.0,0.176945,0.155064,0.201178,16.0,0.011756,31.0,0.22243636420826854,2011,17.694499999999998
62974,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Nevada,11.0,4.0,332.0,285.0,384.0,1.0,1771.0,1397.0,0.714,2013282.0,0.164758,0.141538,0.190941,25.0,0.012595,32.0,0.19993326659992544,2011,16.4758
63102,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,New Hampshire,11.0,4.0,196.0,171.0,223.0,4.0,1681.0,1289.0,0.7265,1020390.0,0.191913,0.167616,0.218805,13.0,0.013085,33.0,0.1854161251639927,2011,19.1913
63230,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,New Jersey,11.0,4.0,1066.0,922.0,1228.0,1.0,1549.0,1192.0,0.738,6652093.0,0.160276,0.138562,0.184663,78.0,0.011761,34.0,0.20217511156087703,2011,16.0276
63358,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,New Mexico,11.0,4.0,280.0,245.0,319.0,3.0,1568.0,1243.0,0.7745,1518325.0,0.184432,0.161283,0.210071,19.0,0.01246,35.0,0.1785670391817658,2011,18.4432
63486,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,New York,11.0,4.0,2787.0,2576.0,3010.0,3.0,7190.0,4836.0,0.6421,14888308.0,0.187165,0.173002,0.202204,111.0,0.007463,36.0,0.09699277981960125,2011,18.7165
63614,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,North Carolina,11.0,4.0,1168.0,1010.0,1344.0,1.0,1481.0,1189.0,0.777,7109753.0,0.164242,0.142079,0.1891,85.0,0.011983,37.0,0.21477954573031738,2011,16.4242
63742,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,North Dakota,11.0,4.0,86.0,75.0,98.0,1.0,1630.0,1267.0,0.7431,512495.0,0.168343,0.14712,0.191939,6.0,0.011431,38.0,0.22522519111163805,2011,16.8343
63870,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Ohio,11.0,4.0,1754.0,1634.0,1882.0,5.0,6444.0,5015.0,0.7362,8664059.0,0.202483,0.188555,0.217165,63.0,0.007313,39.0,0.07070305807258304,2011,20.2483
63998,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Oklahoma,11.0,4.0,559.0,491.0,633.0,5.0,1585.0,1212.0,0.7362,2757452.0,0.202597,0.178101,0.229521,36.0,0.013175,40.0,0.1983365197280978,2011,20.2597
64126,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Oregon,11.0,4.0,609.0,537.0,687.0,5.0,1534.0,1185.0,0.7486,2952664.0,0.206147,0.181834,0.232786,38.0,0.013032,41.0,0.18667492201594968,2011,20.6147
64254,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Pennsylvania,11.0,4.0,1712.0,1585.0,1846.0,2.0,5447.0,4081.0,0.721,9761851.0,0.175373,0.16241,0.189137,67.0,0.006827,42.0,0.12061640395004591,2011,17.537300000000002
64382,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Rhode Island,11.0,4.0,148.0,129.0,169.0,3.0,1594.0,1252.0,0.7267,814148.0,0.182161,0.15901,0.20785,10.0,0.012481,44.0,0.16268283160177638,2011,18.216099999999997
64510,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,South Carolina,11.0,4.0,641.0,560.0,730.0,3.0,1582.0,1260.0,0.7406,3476686.0,0.184275,0.161114,0.209933,44.0,0.01254,45.0,0.1905860927384742,2011,18.4275
64638,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,South Dakota,11.0,4.0,107.0,94.0,122.0,3.0,1494.0,1216.0,0.7815,599981.0,0.178673,0.156369,0.203392,7.0,0.01202,46.0,0.20623470319740272,2011,17.8673
64766,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Tennessee,11.0,4.0,1024.0,898.0,1163.0,5.0,1521.0,1200.0,0.7442,4786542.0,0.214026,0.187601,0.243059,68.0,0.014152,47.0,0.1738866575477886,2011,21.4026
64894,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Texas,11.0,4.0,2832.0,2605.0,3075.0,1.0,6064.0,4787.0,0.7503,18060664.0,0.156789,0.144222,0.170234,120.0,0.006657,48.0,0.0890189213058533,2011,15.6789
65022,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Utah,11.0,4.0,417.0,371.0,467.0,5.0,1597.0,1270.0,0.7709,1894818.0,0.22016,0.195839,0.246575,25.0,0.012998,49.0,0.18370759215237062,2011,22.016
65150,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Vermont,11.0,4.0,94.0,83.0,107.0,3.0,1482.0,1217.0,0.8016,493002.0,0.191062,0.168165,0.216266,6.0,0.012288,50.0,0.1846862278224963,2011,19.1062
65278,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Virginia,11.0,4.0,1067.0,929.0,1219.0,2.0,1474.0,1200.0,0.7829,5992341.0,0.177998,0.155065,0.203506,74.0,0.012355,51.0,0.20381288228809033,2011,17.799799999999998
65406,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Washington,11.0,4.0,1099.0,964.0,1248.0,5.0,1716.0,1246.0,0.7016,5102807.0,0.215413,0.188825,0.244614,73.0,0.014269,53.0,0.17417968074566686,2011,21.5413
65534,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,West Virginia,11.0,4.0,296.0,260.0,335.0,5.0,1545.0,1232.0,0.7633,1440564.0,0.205166,0.180411,0.232355,19.0,0.013254,54.0,0.16322170959341223,2011,20.5166
65662,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Wisconsin,11.0,4.0,753.0,655.0,862.0,2.0,1523.0,1167.0,0.7543,4295928.0,0.175348,0.152531,0.20077,53.0,0.012315,55.0,0.1861206377203933,2011,17.5348
65790,any mental illness in the past year,2010-2011 (published),2.0,AMIYR,Wyoming,11.0,4.0,76.0,67.0,86.0,3.0,1528.0,1200.0,0.7469,421576.0,0.17991,0.158365,0.203678,5.0,0.011611,56.0,0.1934648230919816,2011,17.991
65918,any mental illness in the past year,2010-2011 (updated),0.0,AMIYR,National,12.0,4.0,41423.0,40480.0,42392.0,,119714.0,92372.0,0.7336,231400380.0,0.179029,0.174934,0.183198,487.0,0.002105,-5.0,0.0,2011,17.9029
66046,any mental illness in the past year,2010-2011 (updated),1.0,AMIYR,Northeast,12.0,4.0,7539.0,7216.0,7873.0,,23624.0,17577.0,0.703,42471421.0,0.177506,0.169909,0.185367,168.0,0.003953,-4.0,0.10805851758388654,2011,17.7506
66174,any mental illness in the past year,2010-2011 (updated),1.0,AMIYR,Midwest,12.0,4.0,9233.0,8917.0,9557.0,,33703.0,25907.0,0.733,50079699.0,0.18436,0.178053,0.190839,164.0,0.00327,-3.0,0.07776567508597787,2011,18.436
66302,any mental illness in the past year,2010-2011 (updated),1.0,AMIYR,South,12.0,4.0,15042.0,14519.0,15587.0,,36603.0,29021.0,0.755,85367678.0,0.176247,0.170079,0.182588,273.0,0.003195,-2.0,0.0765483372623867,2011,17.624699999999997
66430,any mental illness in the past year,2010-2011 (updated),1.0,AMIYR,West,12.0,4.0,9608.0,9157.0,10080.0,,25784.0,19867.0,0.725,53481583.0,0.179685,0.171222,0.188472,236.0,0.004412,-1.0,0.07568027932442764,2011,17.968500000000002
66558,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,Alabama,12.0,4.0,779.0,694.0,872.0,5.0,1931.0,1502.0,0.7206,3587803.0,0.217199,0.193466,0.242966,45.0,0.012656,1.0,0.20157460295925012,2011,21.7199
66686,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,Alaska,12.0,4.0,97.0,85.0,110.0,4.0,1474.0,1174.0,0.778,502612.0,0.192302,0.168741,0.218289,6.0,0.012699,2.0,0.2089780324886267,2011,19.2302
66814,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,Arizona,12.0,4.0,932.0,811.0,1066.0,4.0,1579.0,1253.0,0.7618,4714180.0,0.197642,0.171977,0.226091,65.0,0.013841,4.0,0.2179845161189709,2011,19.764200000000002
66942,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,Arkansas,12.0,4.0,447.0,392.0,508.0,5.0,1598.0,1238.0,0.7261,2167448.0,0.206251,0.180644,0.23445,30.0,0.013744,5.0,0.18779368234837743,2011,20.6251
67070,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,California,12.0,4.0,4527.0,4171.0,4907.0,1.0,6502.0,4871.0,0.7063,27701266.0,0.163427,0.150571,0.177151,188.0,0.006786,6.0,0.09734884307734618,2011,16.3427
67198,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,Colorado,12.0,4.0,661.0,579.0,753.0,2.0,1621.0,1268.0,0.7701,3761119.0,0.175802,0.153897,0.200086,44.0,0.011785,8.0,0.21735979933985394,2011,17.5802
67326,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,Connecticut,12.0,4.0,450.0,390.0,517.0,1.0,1659.0,1280.0,0.7233,2714412.0,0.165848,0.143767,0.190566,32.0,0.011942,9.0,0.20354394398691825,2011,16.5848
67454,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,Delaware,12.0,4.0,124.0,109.0,141.0,3.0,1542.0,1229.0,0.7633,683224.0,0.181881,0.159527,0.206597,8.0,0.012007,10.0,0.2014627214820127,2011,18.1881
67582,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,District of Columbia,12.0,4.0,96.0,85.0,109.0,4.0,1478.0,1207.0,0.8178,498441.0,0.192803,0.169976,0.217892,6.0,0.01221,11.0,0.2080269275282826,2011,19.2803
67710,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,Florida,12.0,4.0,2365.0,2178.0,2565.0,1.0,6328.0,5029.0,0.7518,14642393.0,0.161538,0.148753,0.175195,99.0,0.006742,12.0,0.09224395942860679,2011,16.1538
67838,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,Georgia,12.0,4.0,1208.0,1051.0,1383.0,2.0,1482.0,1163.0,0.7544,7063947.0,0.171024,0.14881,0.195792,85.0,0.012,13.0,0.22356517169529874,2011,17.1024
67966,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,Hawaii,12.0,4.0,174.0,152.0,199.0,2.0,1761.0,1283.0,0.6862,1012486.0,0.171777,0.149867,0.196152,12.0,0.011835,15.0,0.17544617084397732,2011,17.1777
68094,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,Idaho,12.0,4.0,257.0,227.0,290.0,5.0,1502.0,1203.0,0.7662,1129042.0,0.227817,0.201334,0.256664,16.0,0.014164,16.0,0.1891351088555125,2011,22.7817
68222,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,Illinois,12.0,4.0,1535.0,1413.0,1665.0,1.0,6787.0,4888.0,0.685,9559515.0,0.160528,0.147798,0.174131,64.0,0.006741,17.0,0.08627149459597445,2011,16.0528
68350,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,Indiana,12.0,4.0,937.0,820.0,1066.0,4.0,1521.0,1179.0,0.7242,4807979.0,0.194857,0.170497,0.221767,63.0,0.013102,18.0,0.1838809640244389,2011,19.4857
68478,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,Iowa,12.0,4.0,431.0,381.0,486.0,3.0,1519.0,1239.0,0.7831,2288852.0,0.188363,0.166498,0.212368,27.0,0.011702,19.0,0.1931245400082322,2011,18.8363
68606,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,Kansas,12.0,4.0,361.0,317.0,410.0,2.0,1596.0,1225.0,0.7391,2080840.0,0.173572,0.152233,0.197206,24.0,0.011464,20.0,0.21739761641346012,2011,17.3572
68734,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,Kentucky,12.0,4.0,634.0,554.0,722.0,4.0,1511.0,1203.0,0.7571,3246008.0,0.195225,0.170538,0.222527,43.0,0.01324,21.0,0.1690260305174031,2011,19.5225
68862,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,Louisiana,12.0,4.0,619.0,545.0,701.0,3.0,2185.0,1736.0,0.7686,3336165.0,0.18566,0.163368,0.21023,40.0,0.011959,22.0,0.21632606557448222,2011,18.566
68990,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,Maine,12.0,4.0,177.0,154.0,204.0,1.0,1464.0,1205.0,0.7947,1042920.0,0.170149,0.147216,0.195834,13.0,0.012429,23.0,0.16486159405808706,2011,17.0149
69118,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,Maryland,12.0,4.0,764.0,665.0,875.0,2.0,1532.0,1215.0,0.767,4364790.0,0.175096,0.152329,0.20046,54.0,0.012297,24.0,0.23597580236172624,2011,17.5096
69246,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,Massachusetts,12.0,4.0,908.0,798.0,1030.0,3.0,1558.0,1225.0,0.7587,5084297.0,0.178609,0.156989,0.20249,59.0,0.011599,25.0,0.19100759823109062,2011,17.860899999999997
69374,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,Michigan,12.0,4.0,1471.0,1368.0,1580.0,4.0,6376.0,4968.0,0.7399,7453938.0,0.197335,0.183533,0.211905,54.0,0.007255,26.0,0.0813731122957311,2011,19.7335
69502,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,Minnesota,12.0,4.0,691.0,608.0,784.0,2.0,1602.0,1275.0,0.7801,3990416.0,0.173211,0.152241,0.196401,45.0,0.011259,27.0,0.19197670570255837,2011,17.3211
69630,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,Mississippi,12.0,4.0,420.0,371.0,474.0,4.0,1764.0,1419.0,0.7558,2153458.0,0.195153,0.172397,0.220114,26.0,0.012199,28.0,0.18688977529099082,2011,19.5153
69758,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,Missouri,12.0,4.0,868.0,764.0,981.0,4.0,1590.0,1252.0,0.735,4477407.0,0.193778,0.170695,0.219158,55.0,0.012388,29.0,0.1950225227703083,2011,19.3778
69886,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,Montana,12.0,4.0,148.0,131.0,166.0,4.0,1631.0,1274.0,0.7592,757406.0,0.194804,0.172951,0.218689,9.0,0.011659,30.0,0.19494742342216084,2011,19.4804
70014,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,Nebraska,12.0,4.0,239.0,209.0,271.0,2.0,1621.0,1216.0,0.7089,1348290.0,0.176945,0.155064,0.201178,16.0,0.011756,31.0,0.22243636420826854,2011,17.694499999999998
70142,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,Nevada,12.0,4.0,332.0,285.0,384.0,1.0,1771.0,1397.0,0.714,2013282.0,0.164758,0.141538,0.190941,25.0,0.012595,32.0,0.19993326659992544,2011,16.4758
70270,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,New Hampshire,12.0,4.0,196.0,171.0,223.0,4.0,1681.0,1289.0,0.7265,1020390.0,0.191913,0.167616,0.218805,13.0,0.013085,33.0,0.1854161251639927,2011,19.1913
70398,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,New Jersey,12.0,4.0,1066.0,922.0,1228.0,1.0,1549.0,1192.0,0.738,6652093.0,0.160276,0.138562,0.184663,78.0,0.011761,34.0,0.20217511156087703,2011,16.0276
70526,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,New Mexico,12.0,4.0,280.0,245.0,319.0,3.0,1568.0,1243.0,0.7745,1518325.0,0.184432,0.161283,0.210071,19.0,0.01246,35.0,0.1785670391817658,2011,18.4432
70654,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,New York,12.0,4.0,2787.0,2576.0,3010.0,3.0,7190.0,4836.0,0.6421,14888308.0,0.187165,0.173002,0.202204,111.0,0.007463,36.0,0.09699277981960125,2011,18.7165
70782,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,North Carolina,12.0,4.0,1168.0,1010.0,1344.0,1.0,1481.0,1189.0,0.777,7109753.0,0.164242,0.142079,0.1891,85.0,0.011983,37.0,0.21477954573031738,2011,16.4242
70910,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,North Dakota,12.0,4.0,86.0,75.0,98.0,1.0,1630.0,1267.0,0.7431,512495.0,0.168343,0.14712,0.191939,6.0,0.011431,38.0,0.22522519111163805,2011,16.8343
71038,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,Ohio,12.0,4.0,1754.0,1634.0,1882.0,5.0,6444.0,5015.0,0.7362,8664059.0,0.202483,0.188555,0.217165,63.0,0.007313,39.0,0.07070305807258304,2011,20.2483
71166,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,Oklahoma,12.0,4.0,559.0,491.0,633.0,5.0,1585.0,1212.0,0.7362,2757452.0,0.202597,0.178101,0.229521,36.0,0.013175,40.0,0.1983365197280978,2011,20.2597
71294,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,Oregon,12.0,4.0,609.0,537.0,687.0,5.0,1534.0,1185.0,0.7486,2952664.0,0.206147,0.181834,0.232786,38.0,0.013032,41.0,0.18667492201594968,2011,20.6147
71422,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,Pennsylvania,12.0,4.0,1712.0,1585.0,1846.0,2.0,5447.0,4081.0,0.721,9761851.0,0.175373,0.16241,0.189137,67.0,0.006827,42.0,0.12061640395004591,2011,17.537300000000002
71550,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,Rhode Island,12.0,4.0,148.0,129.0,169.0,3.0,1594.0,1252.0,0.7267,814148.0,0.182161,0.15901,0.20785,10.0,0.012481,44.0,0.16268283160177638,2011,18.216099999999997
71678,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,South Carolina,12.0,4.0,641.0,560.0,730.0,3.0,1582.0,1260.0,0.7406,3476686.0,0.184275,0.161114,0.209933,44.0,0.01254,45.0,0.1905860927384742,2011,18.4275
71806,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,South Dakota,12.0,4.0,107.0,94.0,122.0,3.0,1494.0,1216.0,0.7815,599981.0,0.178673,0.156369,0.203392,7.0,0.01202,46.0,0.20623470319740272,2011,17.8673
71934,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,Tennessee,12.0,4.0,1024.0,898.0,1163.0,5.0,1521.0,1200.0,0.7442,4786542.0,0.214026,0.187601,0.243059,68.0,0.014152,47.0,0.1738866575477886,2011,21.4026
72062,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,Texas,12.0,4.0,2832.0,2605.0,3075.0,1.0,6064.0,4787.0,0.7503,18060664.0,0.156789,0.144222,0.170234,120.0,0.006657,48.0,0.0890189213058533,2011,15.6789
72190,any mental illness in the past year,2010-2011 (updated),2.0,AMIYR,Utah,12.0,4.0,417.0,371.0,467.0,5.0,1597.0,1270.0,0.7709,1894818.0,0.22016,0.195839,0.246575,25.0,0.012998,49.0,0.18370759215237062,2011,22.016
