,outname,pyearnm,area,outcome,stname,pyear,agegrp,est_total,low_total,up_total,group,nsel,ncomp,wtintrr,pop,BSAE,low_sae,up_sae,ste_total,ste_sae,state,gen_corr,year,BSAE_perc
58462,serious mental illness in the past year,2009-2010,2.0,SMIYR,West Virginia,10.0,4.0,69.0,54.0,89.0,5.0,1527.0,1198.0,0.7522,1411343.0,0.049176,0.038309,0.062924,9.0,0.00628,54.0,0.19025370683486648,2010,4.9176
58582,serious mental illness in the past year,2009-2010,2.0,SMIYR,Wisconsin,10.0,4.0,177.0,138.0,226.0,3.0,1482.0,1153.0,0.7581,4276473.0,0.041404,0.032353,0.05285,23.0,0.005266,55.0,0.23741087655415857,2010,4.1404000000000005
58702,serious mental illness in the past year,2009-2010,2.0,SMIYR,Wyoming,10.0,4.0,17.0,13.0,21.0,3.0,1629.0,1270.0,0.7494,405440.0,0.040784,0.0319,0.05201,2.0,0.005152,56.0,0.23157030550933785,2010,4.0784
58822,serious mental illness in the past year,2010-2011 (published),0.0,SMIYR,National,11.0,4.0,9135.0,8663.0,9636.0,,119714.0,92372.0,0.7336,231400380.0,0.039486,0.037439,0.041641,248.0,0.00107,-5.0,0.0,2011,3.9486
58950,serious mental illness in the past year,2010-2011 (published),1.0,SMIYR,Northeast,11.0,4.0,1565.0,1422.0,1721.0,,23624.0,17577.0,0.703,42471421.0,0.036842,0.033481,0.040525,77.0,0.001812,-4.0,0.12511248525220897,2011,3.6842
59078,serious mental illness in the past year,2010-2011 (published),1.0,SMIYR,Midwest,11.0,4.0,2140.0,1991.0,2301.0,,33703.0,25907.0,0.733,50079699.0,0.042738,0.039749,0.04594,80.0,0.00159,-3.0,0.10495606153730085,2011,4.2738
59206,serious mental illness in the past year,2010-2011 (published),1.0,SMIYR,South,11.0,4.0,3298.0,3053.0,3563.0,,36603.0,29021.0,0.755,85367678.0,0.038639,0.035765,0.041733,131.0,0.00153,-2.0,0.1301164934686291,2011,3.8639
59334,serious mental illness in the past year,2010-2011 (published),1.0,SMIYR,West,11.0,4.0,2133.0,1929.0,2359.0,,25784.0,19867.0,0.725,53481583.0,0.039892,0.036061,0.044111,111.0,0.002078,-1.0,0.1170429354473513,2011,3.9892
59462,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Alabama,11.0,4.0,205.0,161.0,262.0,5.0,1931.0,1502.0,0.7206,3587803.0,0.057252,0.044769,0.07295,26.0,0.007221,1.0,0.23253980558243703,2011,5.7252
59590,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Alaska,11.0,4.0,21.0,16.0,26.0,3.0,1474.0,1174.0,0.778,502612.0,0.04124,0.032456,0.052272,3.0,0.005105,2.0,0.23176729791971265,2011,4.124
59718,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Arizona,11.0,4.0,233.0,178.0,303.0,5.0,1579.0,1253.0,0.7618,4714180.0,0.049366,0.037792,0.064247,32.0,0.00684,4.0,0.2309586521646415,2011,4.9366
59846,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Arkansas,11.0,4.0,117.0,91.0,150.0,5.0,1598.0,1238.0,0.7261,2167448.0,0.054092,0.04207,0.069302,15.0,0.007015,5.0,0.2111778777889216,2011,5.4092
59974,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,California,11.0,4.0,919.0,775.0,1088.0,1.0,6502.0,4871.0,0.7063,27701266.0,0.033165,0.027977,0.039275,81.0,0.002917,6.0,0.15611039996387777,2011,3.3165
60102,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Colorado,11.0,4.0,159.0,123.0,204.0,3.0,1621.0,1268.0,0.7701,3761119.0,0.042177,0.032712,0.054227,21.0,0.005509,8.0,0.24201488761442638,2011,4.2177
60230,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Connecticut,11.0,4.0,94.0,72.0,121.0,1.0,1659.0,1280.0,0.7233,2714412.0,0.034579,0.026652,0.044754,13.0,0.004607,9.0,0.25034292530610713,2011,3.4579
60358,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Delaware,11.0,4.0,26.0,20.0,33.0,2.0,1542.0,1229.0,0.7633,683224.0,0.037865,0.029715,0.04814,3.0,0.004703,10.0,0.2672881282902733,2011,3.7865
60486,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,District of Columbia,11.0,4.0,18.0,14.0,23.0,1.0,1478.0,1207.0,0.8178,498441.0,0.035172,0.027195,0.04538,2.0,0.004654,11.0,0.2430064091366167,2011,3.5172000000000003
60614,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Florida,11.0,4.0,499.0,419.0,594.0,1.0,6328.0,5029.0,0.7518,14642393.0,0.034076,0.028615,0.040537,45.0,0.003045,12.0,0.13554889366163003,2011,3.4076000000000004
60742,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Georgia,11.0,4.0,250.0,192.0,324.0,2.0,1482.0,1163.0,0.7544,7063947.0,0.03536,0.027213,0.045831,33.0,0.004717,13.0,0.25722478827375855,2011,3.5360000000000005
60870,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Hawaii,11.0,4.0,34.0,26.0,46.0,1.0,1761.0,1283.0,0.6862,1012486.0,0.03385,0.025347,0.045072,5.0,0.005056,15.0,0.18878194838536536,2011,3.385
60998,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Idaho,11.0,4.0,60.0,47.0,76.0,5.0,1502.0,1203.0,0.7662,1129042.0,0.052892,0.041383,0.067376,8.0,0.0067,16.0,0.21516885402182587,2011,5.2892
61126,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Illinois,11.0,4.0,329.0,278.0,390.0,1.0,6787.0,4888.0,0.685,9559515.0,0.034438,0.029057,0.040774,29.0,0.002987,17.0,0.16057949842407632,2011,3.4438000000000004
61254,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Indiana,11.0,4.0,235.0,184.0,300.0,4.0,1521.0,1179.0,0.7242,4807979.0,0.048946,0.038235,0.062463,30.0,0.006181,18.0,0.22061389218427804,2011,4.8946000000000005
61382,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Iowa,11.0,4.0,105.0,83.0,133.0,4.0,1519.0,1239.0,0.7831,2288852.0,0.045939,0.036243,0.058072,13.0,0.005609,19.0,0.22367296343563597,2011,4.5939
61510,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Kansas,11.0,4.0,86.0,67.0,110.0,3.0,1596.0,1225.0,0.7391,2080840.0,0.041398,0.032193,0.053089,11.0,0.005311,20.0,0.23817467151675425,2011,4.1398
61638,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Kentucky,11.0,4.0,150.0,117.0,191.0,4.0,1511.0,1203.0,0.7571,3246008.0,0.046164,0.036051,0.058942,19.0,0.005825,21.0,0.21232105507718538,2011,4.6164
61766,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Louisiana,11.0,4.0,126.0,98.0,162.0,2.0,2185.0,1736.0,0.7686,3336165.0,0.037788,0.029295,0.048621,16.0,0.004925,22.0,0.23904991588609745,2011,3.7788000000000004
61894,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Maine,11.0,4.0,46.0,36.0,59.0,3.0,1464.0,1205.0,0.7947,1042920.0,0.043977,0.034061,0.056611,6.0,0.005757,23.0,0.22437557786715462,2011,4.3977
62022,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Maryland,11.0,4.0,138.0,106.0,179.0,1.0,1532.0,1215.0,0.767,4364790.0,0.031669,0.024351,0.041094,19.0,0.004284,24.0,0.25743010617770623,2011,3.1669
62150,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Massachusetts,11.0,4.0,200.0,155.0,256.0,2.0,1558.0,1225.0,0.7587,5084297.0,0.039254,0.030491,0.050405,26.0,0.005062,25.0,0.23319600809322524,2011,3.9254
62278,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Michigan,11.0,4.0,319.0,274.0,372.0,3.0,6376.0,4968.0,0.7399,7453938.0,0.042845,0.036719,0.049939,25.0,0.003385,26.0,0.13566292555546253,2011,4.2845
62406,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Minnesota,11.0,4.0,155.0,121.0,198.0,2.0,1602.0,1275.0,0.7801,3990416.0,0.038739,0.030235,0.049512,20.0,0.004898,27.0,0.21893876557312167,2011,3.8739000000000003
62534,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Mississippi,11.0,4.0,105.0,83.0,132.0,4.0,1764.0,1419.0,0.7558,2153458.0,0.048573,0.038357,0.061337,13.0,0.005864,28.0,0.23160443449876858,2011,4.8572999999999995
62662,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Missouri,11.0,4.0,212.0,166.0,269.0,4.0,1590.0,1252.0,0.735,4477407.0,0.047301,0.037137,0.060074,26.0,0.005845,29.0,0.2422167171968243,2011,4.7301
62790,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Montana,11.0,4.0,38.0,31.0,48.0,5.0,1631.0,1274.0,0.7592,757406.0,0.050784,0.04073,0.063155,4.0,0.005742,30.0,0.22829468247778853,2011,5.0784
62918,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Nebraska,11.0,4.0,61.0,48.0,77.0,4.0,1621.0,1216.0,0.7089,1348290.0,0.044918,0.03534,0.056938,7.0,0.005528,31.0,0.2505937682839124,2011,4.4918
63046,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Nevada,11.0,4.0,80.0,62.0,104.0,2.0,1771.0,1397.0,0.714,2013282.0,0.039836,0.030661,0.05161,11.0,0.005434,32.0,0.25277321723044993,2011,3.9836000000000005
63174,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,New Hampshire,11.0,4.0,45.0,35.0,58.0,3.0,1681.0,1289.0,0.7265,1020390.0,0.043978,0.033865,0.056935,6.0,0.005991,33.0,0.22874288653980646,2011,4.3978
63302,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,New Jersey,11.0,4.0,204.0,156.0,268.0,1.0,1549.0,1192.0,0.738,6652093.0,0.030729,0.023376,0.0403,29.0,0.004303,34.0,0.2703373337497397,2011,3.0728999999999997
63430,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,New Mexico,11.0,4.0,68.0,54.0,87.0,4.0,1568.0,1243.0,0.7745,1518325.0,0.045063,0.035272,0.057411,9.0,0.005715,35.0,0.23190124953934346,2011,4.5062999999999995
63558,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,New York,11.0,4.0,524.0,441.0,622.0,1.0,7190.0,4836.0,0.6421,14888308.0,0.035176,0.029595,0.041765,47.0,0.003126,36.0,0.14890600910634239,2011,3.5176
63686,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,North Carolina,11.0,4.0,250.0,189.0,329.0,1.0,1481.0,1189.0,0.777,7109753.0,0.035118,0.026588,0.046255,35.0,0.004928,37.0,0.229116299042888,2011,3.5118000000000005
63814,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,North Dakota,11.0,4.0,20.0,16.0,26.0,2.0,1630.0,1267.0,0.7431,512495.0,0.039296,0.030567,0.05039,3.0,0.004987,38.0,0.2935802420268876,2011,3.9295999999999998
63942,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Ohio,11.0,4.0,421.0,363.0,488.0,4.0,6444.0,5015.0,0.7362,8664059.0,0.04858,0.041868,0.056305,32.0,0.003709,39.0,0.13158134070311764,2011,4.858
64070,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Oklahoma,11.0,4.0,139.0,110.0,177.0,5.0,1585.0,1212.0,0.7362,2757452.0,0.050588,0.039726,0.064221,17.0,0.006258,40.0,0.24330380018119738,2011,5.0588
64198,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Oregon,11.0,4.0,144.0,114.0,182.0,4.0,1534.0,1185.0,0.7486,2952664.0,0.0489,0.038609,0.061758,17.0,0.005906,41.0,0.21723169259875405,2011,4.89
64326,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Pennsylvania,11.0,4.0,397.0,337.0,467.0,3.0,5447.0,4081.0,0.721,9761851.0,0.04064,0.034511,0.047804,33.0,0.003409,42.0,0.15638265752961955,2011,4.064
64454,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Rhode Island,11.0,4.0,32.0,25.0,41.0,2.0,1594.0,1252.0,0.7267,814148.0,0.039049,0.030189,0.050375,4.0,0.005137,44.0,0.25229888739095535,2011,3.9049
64582,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,South Carolina,11.0,4.0,148.0,114.0,191.0,3.0,1582.0,1260.0,0.7406,3476686.0,0.042546,0.032904,0.054854,19.0,0.005558,45.0,0.25311586428743665,2011,4.2546
64710,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,South Dakota,11.0,4.0,25.0,19.0,32.0,3.0,1494.0,1216.0,0.7815,599981.0,0.04166,0.032138,0.053847,3.0,0.005477,46.0,0.27633113301655765,2011,4.166
64838,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Tennessee,11.0,4.0,208.0,160.0,269.0,3.0,1521.0,1200.0,0.7442,4786542.0,0.043428,0.033446,0.056216,28.0,0.005759,47.0,0.23777926075159378,2011,4.3428
64966,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Texas,11.0,4.0,602.0,504.0,717.0,1.0,6064.0,4787.0,0.7503,18060664.0,0.033319,0.027922,0.039717,54.0,0.003006,48.0,0.1749206893566841,2011,3.3319
65094,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Utah,11.0,4.0,95.0,76.0,118.0,5.0,1597.0,1270.0,0.7709,1894818.0,0.049957,0.03991,0.06237,11.0,0.005762,49.0,0.20408647238313588,2011,4.9957
65222,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Vermont,11.0,4.0,24.0,19.0,30.0,4.0,1482.0,1217.0,0.8016,493002.0,0.048136,0.037859,0.061026,3.0,0.005917,50.0,0.21695084466873163,2011,4.8136
65350,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Virginia,11.0,4.0,242.0,189.0,308.0,3.0,1474.0,1200.0,0.7829,5992341.0,0.040308,0.031524,0.051409,31.0,0.005143,51.0,0.24139891847063769,2011,4.030799999999999
65478,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Washington,11.0,4.0,264.0,203.0,341.0,5.0,1716.0,1246.0,0.7016,5102807.0,0.051702,0.03983,0.066866,36.0,0.007,53.0,0.22847426764504528,2011,5.1701999999999995
65606,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,West Virginia,11.0,4.0,76.0,60.0,96.0,5.0,1545.0,1232.0,0.7633,1440564.0,0.052724,0.041532,0.066721,9.0,0.006432,54.0,0.19025370683486648,2011,5.2724
65734,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Wisconsin,11.0,4.0,172.0,135.0,220.0,2.0,1523.0,1167.0,0.7543,4295928.0,0.040063,0.03133,0.051102,22.0,0.005101,55.0,0.23741087655415857,2011,4.0063
65862,serious mental illness in the past year,2010-2011 (published),2.0,SMIYR,Wyoming,11.0,4.0,18.0,14.0,23.0,3.0,1528.0,1200.0,0.7469,421576.0,0.042733,0.033688,0.05407,2.0,0.005222,56.0,0.23157030550933785,2011,4.2733
65990,serious mental illness in the past year,2010-2011 (updated),0.0,SMIYR,National,12.0,4.0,9135.0,8663.0,9636.0,,119714.0,92372.0,0.7336,231400380.0,0.039486,0.037439,0.041641,248.0,0.00107,-5.0,0.0,2011,3.9486
66118,serious mental illness in the past year,2010-2011 (updated),1.0,SMIYR,Northeast,12.0,4.0,1565.0,1422.0,1721.0,,23624.0,17577.0,0.703,42471421.0,0.036842,0.033481,0.040525,77.0,0.001812,-4.0,0.12511248525220897,2011,3.6842
66246,serious mental illness in the past year,2010-2011 (updated),1.0,SMIYR,Midwest,12.0,4.0,2140.0,1991.0,2301.0,,33703.0,25907.0,0.733,50079699.0,0.042738,0.039749,0.04594,80.0,0.00159,-3.0,0.10495606153730085,2011,4.2738
66374,serious mental illness in the past year,2010-2011 (updated),1.0,SMIYR,South,12.0,4.0,3298.0,3053.0,3563.0,,36603.0,29021.0,0.755,85367678.0,0.038639,0.035765,0.041733,131.0,0.00153,-2.0,0.1301164934686291,2011,3.8639
66502,serious mental illness in the past year,2010-2011 (updated),1.0,SMIYR,West,12.0,4.0,2133.0,1929.0,2359.0,,25784.0,19867.0,0.725,53481583.0,0.039892,0.036061,0.044111,111.0,0.002078,-1.0,0.1170429354473513,2011,3.9892
66630,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,Alabama,12.0,4.0,205.0,161.0,262.0,5.0,1931.0,1502.0,0.7206,3587803.0,0.057252,0.044769,0.07295,26.0,0.007221,1.0,0.23253980558243703,2011,5.7252
66758,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,Alaska,12.0,4.0,21.0,16.0,26.0,3.0,1474.0,1174.0,0.778,502612.0,0.04124,0.032456,0.052272,3.0,0.005105,2.0,0.23176729791971265,2011,4.124
66886,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,Arizona,12.0,4.0,233.0,178.0,303.0,5.0,1579.0,1253.0,0.7618,4714180.0,0.049366,0.037792,0.064247,32.0,0.00684,4.0,0.2309586521646415,2011,4.9366
67014,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,Arkansas,12.0,4.0,117.0,91.0,150.0,5.0,1598.0,1238.0,0.7261,2167448.0,0.054092,0.04207,0.069302,15.0,0.007015,5.0,0.2111778777889216,2011,5.4092
67142,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,California,12.0,4.0,919.0,775.0,1088.0,1.0,6502.0,4871.0,0.7063,27701266.0,0.033165,0.027977,0.039275,81.0,0.002917,6.0,0.15611039996387777,2011,3.3165
67270,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,Colorado,12.0,4.0,159.0,123.0,204.0,3.0,1621.0,1268.0,0.7701,3761119.0,0.042177,0.032712,0.054227,21.0,0.005509,8.0,0.24201488761442638,2011,4.2177
67398,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,Connecticut,12.0,4.0,94.0,72.0,121.0,1.0,1659.0,1280.0,0.7233,2714412.0,0.034579,0.026652,0.044754,13.0,0.004607,9.0,0.25034292530610713,2011,3.4579
67526,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,Delaware,12.0,4.0,26.0,20.0,33.0,2.0,1542.0,1229.0,0.7633,683224.0,0.037865,0.029715,0.04814,3.0,0.004703,10.0,0.2672881282902733,2011,3.7865
67654,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,District of Columbia,12.0,4.0,18.0,14.0,23.0,1.0,1478.0,1207.0,0.8178,498441.0,0.035172,0.027195,0.04538,2.0,0.004654,11.0,0.2430064091366167,2011,3.5172000000000003
67782,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,Florida,12.0,4.0,499.0,419.0,594.0,1.0,6328.0,5029.0,0.7518,14642393.0,0.034076,0.028615,0.040537,45.0,0.003045,12.0,0.13554889366163003,2011,3.4076000000000004
67910,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,Georgia,12.0,4.0,250.0,192.0,324.0,2.0,1482.0,1163.0,0.7544,7063947.0,0.03536,0.027213,0.045831,33.0,0.004717,13.0,0.25722478827375855,2011,3.5360000000000005
68038,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,Hawaii,12.0,4.0,34.0,26.0,46.0,1.0,1761.0,1283.0,0.6862,1012486.0,0.03385,0.025347,0.045072,5.0,0.005056,15.0,0.18878194838536536,2011,3.385
68166,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,Idaho,12.0,4.0,60.0,47.0,76.0,5.0,1502.0,1203.0,0.7662,1129042.0,0.052892,0.041383,0.067376,8.0,0.0067,16.0,0.21516885402182587,2011,5.2892
68294,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,Illinois,12.0,4.0,329.0,278.0,390.0,1.0,6787.0,4888.0,0.685,9559515.0,0.034438,0.029057,0.040774,29.0,0.002987,17.0,0.16057949842407632,2011,3.4438000000000004
68422,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,Indiana,12.0,4.0,235.0,184.0,300.0,4.0,1521.0,1179.0,0.7242,4807979.0,0.048946,0.038235,0.062463,30.0,0.006181,18.0,0.22061389218427804,2011,4.8946000000000005
68550,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,Iowa,12.0,4.0,105.0,83.0,133.0,4.0,1519.0,1239.0,0.7831,2288852.0,0.045939,0.036243,0.058072,13.0,0.005609,19.0,0.22367296343563597,2011,4.5939
68678,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,Kansas,12.0,4.0,86.0,67.0,110.0,3.0,1596.0,1225.0,0.7391,2080840.0,0.041398,0.032193,0.053089,11.0,0.005311,20.0,0.23817467151675425,2011,4.1398
68806,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,Kentucky,12.0,4.0,150.0,117.0,191.0,4.0,1511.0,1203.0,0.7571,3246008.0,0.046164,0.036051,0.058942,19.0,0.005825,21.0,0.21232105507718538,2011,4.6164
68934,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,Louisiana,12.0,4.0,126.0,98.0,162.0,2.0,2185.0,1736.0,0.7686,3336165.0,0.037788,0.029295,0.048621,16.0,0.004925,22.0,0.23904991588609745,2011,3.7788000000000004
69062,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,Maine,12.0,4.0,46.0,36.0,59.0,3.0,1464.0,1205.0,0.7947,1042920.0,0.043977,0.034061,0.056611,6.0,0.005757,23.0,0.22437557786715462,2011,4.3977
69190,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,Maryland,12.0,4.0,138.0,106.0,179.0,1.0,1532.0,1215.0,0.767,4364790.0,0.031669,0.024351,0.041094,19.0,0.004284,24.0,0.25743010617770623,2011,3.1669
69318,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,Massachusetts,12.0,4.0,200.0,155.0,256.0,2.0,1558.0,1225.0,0.7587,5084297.0,0.039254,0.030491,0.050405,26.0,0.005062,25.0,0.23319600809322524,2011,3.9254
69446,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,Michigan,12.0,4.0,319.0,274.0,372.0,3.0,6376.0,4968.0,0.7399,7453938.0,0.042845,0.036719,0.049939,25.0,0.003385,26.0,0.13566292555546253,2011,4.2845
69574,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,Minnesota,12.0,4.0,155.0,121.0,198.0,2.0,1602.0,1275.0,0.7801,3990416.0,0.038739,0.030235,0.049512,20.0,0.004898,27.0,0.21893876557312167,2011,3.8739000000000003
69702,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,Mississippi,12.0,4.0,105.0,83.0,132.0,4.0,1764.0,1419.0,0.7558,2153458.0,0.048573,0.038357,0.061337,13.0,0.005864,28.0,0.23160443449876858,2011,4.8572999999999995
69830,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,Missouri,12.0,4.0,212.0,166.0,269.0,4.0,1590.0,1252.0,0.735,4477407.0,0.047301,0.037137,0.060074,26.0,0.005845,29.0,0.2422167171968243,2011,4.7301
69958,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,Montana,12.0,4.0,38.0,31.0,48.0,5.0,1631.0,1274.0,0.7592,757406.0,0.050784,0.04073,0.063155,4.0,0.005742,30.0,0.22829468247778853,2011,5.0784
70086,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,Nebraska,12.0,4.0,61.0,48.0,77.0,4.0,1621.0,1216.0,0.7089,1348290.0,0.044918,0.03534,0.056938,7.0,0.005528,31.0,0.2505937682839124,2011,4.4918
70214,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,Nevada,12.0,4.0,80.0,62.0,104.0,2.0,1771.0,1397.0,0.714,2013282.0,0.039836,0.030661,0.05161,11.0,0.005434,32.0,0.25277321723044993,2011,3.9836000000000005
70342,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,New Hampshire,12.0,4.0,45.0,35.0,58.0,3.0,1681.0,1289.0,0.7265,1020390.0,0.043978,0.033865,0.056935,6.0,0.005991,33.0,0.22874288653980646,2011,4.3978
70470,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,New Jersey,12.0,4.0,204.0,156.0,268.0,1.0,1549.0,1192.0,0.738,6652093.0,0.030729,0.023376,0.0403,29.0,0.004303,34.0,0.2703373337497397,2011,3.0728999999999997
70598,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,New Mexico,12.0,4.0,68.0,54.0,87.0,4.0,1568.0,1243.0,0.7745,1518325.0,0.045063,0.035272,0.057411,9.0,0.005715,35.0,0.23190124953934346,2011,4.5062999999999995
70726,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,New York,12.0,4.0,524.0,441.0,622.0,1.0,7190.0,4836.0,0.6421,14888308.0,0.035176,0.029595,0.041765,47.0,0.003126,36.0,0.14890600910634239,2011,3.5176
70854,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,North Carolina,12.0,4.0,250.0,189.0,329.0,1.0,1481.0,1189.0,0.777,7109753.0,0.035118,0.026588,0.046255,35.0,0.004928,37.0,0.229116299042888,2011,3.5118000000000005
70982,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,North Dakota,12.0,4.0,20.0,16.0,26.0,2.0,1630.0,1267.0,0.7431,512495.0,0.039296,0.030567,0.05039,3.0,0.004987,38.0,0.2935802420268876,2011,3.9295999999999998
71110,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,Ohio,12.0,4.0,421.0,363.0,488.0,4.0,6444.0,5015.0,0.7362,8664059.0,0.04858,0.041868,0.056305,32.0,0.003709,39.0,0.13158134070311764,2011,4.858
71238,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,Oklahoma,12.0,4.0,139.0,110.0,177.0,5.0,1585.0,1212.0,0.7362,2757452.0,0.050588,0.039726,0.064221,17.0,0.006258,40.0,0.24330380018119738,2011,5.0588
71366,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,Oregon,12.0,4.0,144.0,114.0,182.0,4.0,1534.0,1185.0,0.7486,2952664.0,0.0489,0.038609,0.061758,17.0,0.005906,41.0,0.21723169259875405,2011,4.89
71494,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,Pennsylvania,12.0,4.0,397.0,337.0,467.0,3.0,5447.0,4081.0,0.721,9761851.0,0.04064,0.034511,0.047804,33.0,0.003409,42.0,0.15638265752961955,2011,4.064
71622,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,Rhode Island,12.0,4.0,32.0,25.0,41.0,2.0,1594.0,1252.0,0.7267,814148.0,0.039049,0.030189,0.050375,4.0,0.005137,44.0,0.25229888739095535,2011,3.9049
71750,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,South Carolina,12.0,4.0,148.0,114.0,191.0,3.0,1582.0,1260.0,0.7406,3476686.0,0.042546,0.032904,0.054854,19.0,0.005558,45.0,0.25311586428743665,2011,4.2546
71878,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,South Dakota,12.0,4.0,25.0,19.0,32.0,3.0,1494.0,1216.0,0.7815,599981.0,0.04166,0.032138,0.053847,3.0,0.005477,46.0,0.27633113301655765,2011,4.166
72006,serious mental illness in the past year,2010-2011 (updated),2.0,SMIYR,Tennessee,12.0,4.0,208.0,160.0,269.0,3.0,1521.0,1200.0,0.7442,4786542.0,0.043428,0.033446,0.056216,28.0,0.005759,47.0,0.23777926075159378,2011,4.3428
